matchday,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Goal_difference,Points_Home,HomePosition,HomeAvgPoints,AwayPosition,AwayAvgPoints,result,Season
32.0,Wolfsburg,Union Berlin,3,0,3,3,3,1.8387096774193548,3,1.8387096774193548,1,2021
32.0,Hertha,Bielefeld,0,0,0,1,13,1.064516129032258,13,1.064516129032258,X,2021
32.0,FC Koln,Freiburg,1,4,-3,0,17,0.9354838709677419,17,0.9354838709677419,2,2021
32.0,Ein Frankfurt,Mainz,1,1,0,1,4,1.8064516129032258,4,1.8064516129032258,X,2021
33.0,Augsburg,Werder Bremen,2,0,2,3,14,1.03125,14,1.03125,1,2021
33.0,Bielefeld,Hoffenheim,1,1,0,1,16,0.96875,16,0.96875,X,2021
33.0,Freiburg,Bayern Munich,2,2,0,1,9,1.375,9,1.375,X,2021
33.0,Hertha,FC Koln,0,0,0,1,13,1.0625,13,1.0625,X,2021
33.0,Leverkusen,Union Berlin,1,1,0,1,6,1.59375,6,1.59375,X,2021
33.0,M'gladbach,Stuttgart,1,2,-1,0,7,1.4375,7,1.4375,2,2021
33.0,Schalke 04,Ein Frankfurt,4,3,1,3,18,0.40625,18,0.40625,1,2021
33.0,RB Leipzig,Wolfsburg,2,2,0,1,2,2.0,2,2.0,X,2021
33.0,Mainz,Dortmund,1,3,-2,0,12,1.125,12,1.125,2,2021
34.0,Bayern Munich,Augsburg,5,2,3,3,1,2.272727272727273,1,2.272727272727273,1,2021
34.0,Dortmund,Leverkusen,3,1,2,3,3,1.8484848484848484,3,1.8484848484848484,1,2021
34.0,Ein Frankfurt,Freiburg,3,1,2,3,5,1.7272727272727273,5,1.7272727272727273,1,2021
34.0,FC Koln,Schalke 04,1,0,1,3,17,0.9090909090909091,17,0.9090909090909091,1,2021
34.0,Hoffenheim,Hertha,2,1,1,3,11,1.2121212121212122,11,1.2121212121212122,1,2021
34.0,Stuttgart,Bielefeld,0,2,-2,0,9,1.3636363636363635,9,1.3636363636363635,2,2021
34.0,Union Berlin,RB Leipzig,2,1,1,3,7,1.4242424242424243,7,1.4242424242424243,1,2021
34.0,Werder Bremen,M'gladbach,2,4,-2,0,16,0.9393939393939394,16,0.9393939393939394,2,2021
34.0,Wolfsburg,Mainz,2,3,-1,0,4,1.8484848484848484,4,1.8484848484848484,2,2021
