matchday,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Goal_difference,Points_Home,HomePosition,HomeAvgPoints,AwayPosition,AwayAvgPoints,result,AvgPointDelta,Season
30.0,Hoffenheim,Hertha,2,1,1,3,14,1.0689655172413792,14,1.0689655172413792,1,0.0,1516
30.0,Darmstadt,Ingolstadt,2,0,2,3,13,1.103448275862069,13,1.103448275862069,1,0.0,1516
30.0,Augsburg,Stuttgart,1,0,1,3,15,1.0344827586206897,15,1.0344827586206897,1,0.0,1516
30.0,Bayern Munich,Schalke 04,3,0,3,3,1,2.586206896551724,1,2.586206896551724,1,0.0,1516
30.0,Dortmund,Hamburg,3,0,3,3,2,2.3448275862068964,2,2.3448275862068964,1,0.0,1516
30.0,Mainz,FC Koln,2,3,-1,0,6,1.5517241379310345,6,1.5517241379310345,2,0.0,1516
31.0,Hamburg,Werder Bremen,2,1,1,3,12,1.1333333333333333,12,1.1333333333333333,1,0.0,1516
31.0,FC Koln,Darmstadt,4,1,3,3,10,1.2333333333333334,10,1.2333333333333334,1,0.0,1516
31.0,Hertha,Bayern Munich,0,2,-2,0,4,1.6333333333333333,4,1.6333333333333333,2,0.0,1516
31.0,Ingolstadt,Hannover,2,2,0,1,9,1.3,9,1.3,X,0.0,1516
31.0,Stuttgart,Dortmund,0,3,-3,0,15,1.1,15,1.1,2,0.0,1516
31.0,Wolfsburg,Augsburg,0,2,-2,0,8,1.3,8,1.3,2,0.0,1516
31.0,Schalke 04,Leverkusen,2,3,-1,0,7,1.5,7,1.5,2,0.0,1516
31.0,Ein Frankfurt,Mainz,2,1,1,3,17,0.9,17,0.9,1,0.0,1516
31.0,M'gladbach,Hoffenheim,3,1,2,3,5,1.5,5,1.5,1,0.0,1516
32.0,Augsburg,FC Koln,0,0,0,1,12,1.1612903225806452,12,1.1612903225806452,X,0.0,1516
32.0,Hoffenheim,Ingolstadt,2,1,1,3,14,1.096774193548387,14,1.096774193548387,1,0.0,1516
32.0,Leverkusen,Hertha,2,1,1,3,3,1.7419354838709677,3,1.7419354838709677,1,0.0,1516
32.0,Mainz,Hamburg,0,0,0,1,6,1.4516129032258065,6,1.4516129032258065,X,0.0,1516
32.0,Dortmund,Wolfsburg,5,1,4,3,2,2.3870967741935485,2,2.3870967741935485,1,0.0,1516
32.0,Darmstadt,Ein Frankfurt,1,2,-1,0,13,1.1290322580645162,13,1.1290322580645162,2,0.0,1516
32.0,Bayern Munich,M'gladbach,1,1,0,1,1,2.6129032258064515,1,2.6129032258064515,X,0.0,1516
32.0,Hannover,Schalke 04,1,3,-2,0,18,0.7096774193548387,18,0.7096774193548387,2,0.0,1516
32.0,Werder Bremen,Stuttgart,6,2,4,3,16,1.0,16,1.0,1,0.0,1516
33.0,Ein Frankfurt,Dortmund,1,0,1,3,16,1.03125,16,1.03125,1,0.0,1516
33.0,FC Koln,Werder Bremen,0,0,0,1,8,1.28125,8,1.28125,X,0.0,1516
33.0,Hamburg,Wolfsburg,0,1,-1,0,11,1.1875,11,1.1875,2,0.0,1516
33.0,Hannover,Hoffenheim,1,0,1,3,18,0.6875,18,0.6875,1,0.0,1516
33.0,Hertha,Darmstadt,1,2,-1,0,5,1.53125,5,1.53125,2,0.0,1516
33.0,Ingolstadt,Bayern Munich,1,2,-1,0,9,1.25,9,1.25,2,0.0,1516
33.0,M'gladbach,Leverkusen,2,1,1,3,4,1.53125,4,1.53125,1,0.0,1516
33.0,Schalke 04,Augsburg,1,1,0,1,6,1.5,6,1.5,X,0.0,1516
33.0,Stuttgart,Mainz,1,3,-2,0,17,1.03125,17,1.03125,2,0.0,1516
34.0,Leverkusen,Ingolstadt,3,2,1,3,3,1.7272727272727273,3,1.7272727272727273,1,0.0,1516
34.0,Mainz,Hertha,0,0,0,1,5,1.4848484848484849,5,1.4848484848484849,X,0.0,1516
34.0,Hoffenheim,Schalke 04,1,4,-3,0,14,1.121212121212121,14,1.121212121212121,2,0.0,1516
34.0,Werder Bremen,Ein Frankfurt,1,0,1,3,16,1.0606060606060606,16,1.0606060606060606,1,0.0,1516
34.0,Darmstadt,M'gladbach,0,2,-2,0,13,1.1515151515151516,13,1.1515151515151516,2,0.0,1516
34.0,Bayern Munich,Hannover,3,1,2,3,1,2.5757575757575757,1,2.5757575757575757,1,0.0,1516
34.0,Augsburg,Hamburg,1,3,-2,0,11,1.1515151515151516,11,1.1515151515151516,2,0.0,1516
34.0,Dortmund,FC Koln,2,2,0,1,2,2.3333333333333335,2,2.3333333333333335,X,0.0,1516
34.0,Wolfsburg,Stuttgart,3,1,2,3,9,1.2727272727272727,9,1.2727272727272727,1,0.0,1516
