matchday,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Goal_difference,Points_Home,HomePosition,HomeAvgPoints,AwayPosition,AwayAvgPoints,result,AvgPointDelta,Season
5.0,Hamburg,Ein Frankfurt,0,0,0,1,12,1.5,12,1.5,X,0.0,1516
5.0,Augsburg,Hannover,2,0,2,3,14,0.25,14,0.25,1,0.0,1516
5.0,Dortmund,Leverkusen,3,0,3,3,1,3.0,1,3.0,1,0.0,1516
5.0,Stuttgart,Schalke 04,0,1,-1,0,17,0.0,17,0.0,2,0.0,1516
6.0,Bayern Munich,Wolfsburg,5,1,4,3,2,3.0,2,3.0,1,0.0,1516
6.0,Darmstadt,Werder Bremen,2,1,1,3,12,1.2,12,1.2,1,0.0,1516
6.0,Hertha,FC Koln,2,0,2,3,11,1.4,11,1.4,1,0.0,1516
6.0,Ingolstadt,Hamburg,0,1,-1,0,6,2.0,6,2.0,2,0.0,1516
6.0,Hannover,Stuttgart,1,3,-2,0,16,0.2,16,0.2,2,0.0,1516
6.0,Hoffenheim,Dortmund,1,1,0,1,15,0.2,15,0.2,X,0.0,1516
6.0,Leverkusen,Mainz,1,0,1,3,13,1.2,13,1.2,1,0.0,1516
6.0,M'gladbach,Augsburg,4,2,2,3,18,0.0,18,0.0,1,0.0,1516
6.0,Schalke 04,Ein Frankfurt,2,0,2,3,4,2.0,4,2.0,1,0.0,1516
7.0,FC Koln,Ingolstadt,1,1,0,1,7,1.6666666666666667,7,1.6666666666666667,X,0.0,1516
7.0,Stuttgart,M'gladbach,1,3,-2,0,15,0.5,15,0.5,2,0.0,1516
7.0,Werder Bremen,Leverkusen,0,3,-3,0,13,1.1666666666666667,13,1.1666666666666667,2,0.0,1516
7.0,Wolfsburg,Hannover,1,1,0,1,4,1.8333333333333333,4,1.8333333333333333,X,0.0,1516
7.0,Mainz,Bayern Munich,0,3,-3,0,9,1.5,9,1.5,2,0.0,1516
7.0,Augsburg,Hoffenheim,1,3,-2,0,14,0.6666666666666666,14,0.6666666666666666,2,0.0,1516
7.0,Hamburg,Schalke 04,0,1,-1,0,6,1.6666666666666667,6,1.6666666666666667,2,0.0,1516
7.0,Dortmund,Darmstadt,2,2,0,1,2,2.6666666666666665,2,2.6666666666666665,X,0.0,1516
7.0,Ein Frankfurt,Hertha,1,1,0,1,12,1.3333333333333333,12,1.3333333333333333,X,0.0,1516
8.0,Darmstadt,Mainz,2,3,-1,0,9,1.4285714285714286,9,1.4285714285714286,2,0.0,1516
8.0,M'gladbach,Wolfsburg,2,0,2,3,14,0.8571428571428571,14,0.8571428571428571,1,0.0,1516
8.0,Hoffenheim,Stuttgart,2,2,0,1,15,0.7142857142857143,15,0.7142857142857143,X,0.0,1516
8.0,Ingolstadt,Ein Frankfurt,2,0,2,3,8,1.5714285714285714,8,1.5714285714285714,1,0.0,1516
8.0,Hannover,Werder Bremen,1,0,1,3,18,0.2857142857142857,18,0.2857142857142857,1,0.0,1516
8.0,Hertha,Hamburg,3,0,3,3,6,1.5714285714285714,6,1.5714285714285714,1,0.0,1516
8.0,Bayern Munich,Dortmund,5,1,4,3,1,3.0,1,3.0,1,0.0,1516
8.0,Leverkusen,Augsburg,1,1,0,1,5,1.7142857142857142,5,1.7142857142857142,X,0.0,1516
8.0,Schalke 04,FC Koln,0,3,-3,0,3,2.2857142857142856,3,2.2857142857142856,2,0.0,1516
9.0,Mainz,Dortmund,0,2,-2,0,8,1.5,8,1.5,2,0.0,1516
9.0,Werder Bremen,Bayern Munich,0,1,-1,0,14,0.875,14,0.875,2,0.0,1516
9.0,Wolfsburg,Hoffenheim,4,2,2,3,9,1.5,9,1.5,1,0.0,1516
9.0,Schalke 04,Hertha,2,1,1,3,3,2.0,3,2.0,1,0.0,1516
9.0,Hamburg,Leverkusen,0,0,0,1,11,1.25,11,1.25,X,0.0,1516
9.0,Ein Frankfurt,M'gladbach,1,5,-4,0,12,1.125,12,1.125,2,0.0,1516
9.0,Augsburg,Darmstadt,0,2,-2,0,16,0.625,16,0.625,2,0.0,1516
9.0,FC Koln,Hannover,0,1,-1,0,5,1.75,5,1.75,2,0.0,1516
9.0,Stuttgart,Ingolstadt,1,0,1,3,18,0.5,18,0.5,1,0.0,1516
10.0,Hoffenheim,Hamburg,0,1,-1,0,17,0.6666666666666666,17,0.6666666666666666,2,0.0,1516
10.0,Mainz,Werder Bremen,1,3,-2,0,11,1.3333333333333333,11,1.3333333333333333,2,0.0,1516
10.0,Leverkusen,Stuttgart,4,3,1,3,8,1.5555555555555556,8,1.5555555555555556,1,0.0,1516
10.0,Ingolstadt,Hertha,0,1,-1,0,7,1.5555555555555556,7,1.5555555555555556,2,0.0,1516
10.0,Darmstadt,Wolfsburg,0,1,-1,0,9,1.4444444444444444,9,1.4444444444444444,2,0.0,1516
10.0,Bayern Munich,FC Koln,4,0,4,3,1,3.0,1,3.0,1,0.0,1516
10.0,Hannover,Ein Frankfurt,1,2,-1,0,14,0.8888888888888888,14,0.8888888888888888,2,0.0,1516
10.0,Dortmund,Augsburg,5,1,4,3,2,2.2222222222222223,2,2.2222222222222223,1,0.0,1516
10.0,M'gladbach,Schalke 04,3,1,2,3,10,1.3333333333333333,10,1.3333333333333333,1,0.0,1516
11.0,Ein Frankfurt,Bayern Munich,0,0,0,1,12,1.2,12,1.2,X,0.0,1516
11.0,Werder Bremen,Dortmund,1,3,-2,0,14,1.0,14,1.0,2,0.0,1516
11.0,Wolfsburg,Leverkusen,2,1,1,3,4,1.8,4,1.8,1,0.0,1516
11.0,Schalke 04,Ingolstadt,1,1,0,1,3,1.9,3,1.9,X,0.0,1516
11.0,Hertha,M'gladbach,1,4,-3,0,5,1.7,5,1.7,2,0.0,1516
11.0,FC Koln,Hoffenheim,0,0,0,1,9,1.4,9,1.4,X,0.0,1516
11.0,Augsburg,Mainz,3,3,0,1,18,0.5,18,0.5,X,0.0,1516
11.0,Hamburg,Hannover,1,2,-1,0,10,1.4,10,1.4,2,0.0,1516
11.0,Stuttgart,Darmstadt,2,0,2,3,16,0.7,16,0.7,1,0.0,1516
12.0,Hannover,Hertha,1,3,-2,0,14,1.0,14,1.0,2,0.0,1516
12.0,Bayern Munich,Stuttgart,4,0,4,3,1,2.8181818181818183,1,2.8181818181818183,1,0.0,1516
12.0,Darmstadt,Hamburg,1,1,0,1,12,1.1818181818181819,12,1.1818181818181819,X,0.0,1516
12.0,Hoffenheim,Ein Frankfurt,0,0,0,1,17,0.6363636363636364,17,0.6363636363636364,X,0.0,1516
12.0,Leverkusen,FC Koln,1,2,-1,0,7,1.5454545454545454,7,1.5454545454545454,2,0.0,1516
12.0,Mainz,Wolfsburg,2,0,2,3,13,1.1818181818181819,13,1.1818181818181819,1,0.0,1516
12.0,M'gladbach,Ingolstadt,0,0,0,1,5,1.6363636363636365,5,1.6363636363636365,X,0.0,1516
12.0,Augsburg,Werder Bremen,1,2,-1,0,18,0.5454545454545454,18,0.5454545454545454,2,0.0,1516
12.0,Dortmund,Schalke 04,3,2,1,3,2,2.3636363636363638,2,2.3636363636363638,1,0.0,1516
13.0,Hamburg,Dortmund,3,1,2,3,11,1.25,11,1.25,1,0.0,1516
13.0,Wolfsburg,Werder Bremen,6,0,6,3,3,1.75,3,1.75,1,0.0,1516
13.0,Schalke 04,Bayern Munich,1,3,-2,0,5,1.6666666666666667,5,1.6666666666666667,2,0.0,1516
13.0,Stuttgart,Augsburg,0,4,-4,0,16,0.8333333333333334,16,0.8333333333333334,2,0.0,1516
13.0,FC Koln,Mainz,0,0,0,1,7,1.5,7,1.5,X,0.0,1516
13.0,Ein Frankfurt,Leverkusen,1,3,-2,0,12,1.1666666666666667,12,1.1666666666666667,2,0.0,1516
13.0,M'gladbach,Hannover,2,1,1,3,6,1.5833333333333333,6,1.5833333333333333,1,0.0,1516
13.0,Hertha,Hoffenheim,1,0,1,3,4,1.6666666666666667,4,1.6666666666666667,1,0.0,1516
13.0,Ingolstadt,Darmstadt,3,1,2,3,10,1.3333333333333333,10,1.3333333333333333,1,0.0,1516
14.0,Darmstadt,FC Koln,0,0,0,1,13,1.0769230769230769,13,1.0769230769230769,X,0.0,1516
14.0,Werder Bremen,Hamburg,1,3,-2,0,14,1.0,14,1.0,2,0.0,1516
14.0,Mainz,Ein Frankfurt,2,1,1,3,11,1.3076923076923077,11,1.3076923076923077,1,0.0,1516
14.0,Hoffenheim,M'gladbach,3,3,0,1,18,0.6153846153846154,18,0.6153846153846154,X,0.0,1516
14.0,Bayern Munich,Hertha,2,0,2,3,1,2.8461538461538463,1,2.8461538461538463,1,0.0,1516
14.0,Hannover,Ingolstadt,4,0,4,3,15,0.8461538461538461,15,0.8461538461538461,1,0.0,1516
14.0,Augsburg,Wolfsburg,0,0,0,1,17,0.6923076923076923,17,0.6923076923076923,X,0.0,1516
14.0,Dortmund,Stuttgart,4,1,3,3,2,2.230769230769231,2,2.230769230769231,1,0.0,1516
14.0,Leverkusen,Schalke 04,1,1,0,1,6,1.5384615384615385,6,1.5384615384615385,X,0.0,1516
15.0,Schalke 04,Hannover,3,1,2,3,8,1.5,8,1.5,1,0.0,1516
15.0,Wolfsburg,Dortmund,1,2,-1,0,3,1.7857142857142858,3,1.7857142857142858,2,0.0,1516
15.0,Ingolstadt,Hoffenheim,1,1,0,1,11,1.3571428571428572,11,1.3571428571428572,X,0.0,1516
15.0,M'gladbach,Bayern Munich,3,1,2,3,4,1.6428571428571428,4,1.6428571428571428,1,0.0,1516
15.0,Hamburg,Mainz,1,3,-2,0,7,1.5,7,1.5,2,0.0,1516
15.0,FC Koln,Augsburg,0,1,-1,0,10,1.4285714285714286,10,1.4285714285714286,2,0.0,1516
15.0,Hertha,Leverkusen,2,1,1,3,5,1.6428571428571428,5,1.6428571428571428,1,0.0,1516
15.0,Ein Frankfurt,Darmstadt,0,1,-1,0,13,1.0,13,1.0,2,0.0,1516
15.0,Stuttgart,Werder Bremen,1,1,0,1,17,0.7142857142857143,17,0.7142857142857143,X,0.0,1516
16.0,Mainz,Stuttgart,0,0,0,1,7,1.5333333333333334,7,1.5333333333333334,X,0.0,1516
16.0,Wolfsburg,Hamburg,1,1,0,1,5,1.6666666666666667,5,1.6666666666666667,X,0.0,1516
16.0,Leverkusen,M'gladbach,5,0,5,3,8,1.4,8,1.4,1,0.0,1516
16.0,Werder Bremen,FC Koln,1,1,0,1,15,0.9333333333333333,15,0.9333333333333333,X,0.0,1516
16.0,Darmstadt,Hertha,0,4,-4,0,12,1.2,12,1.2,2,0.0,1516
16.0,Bayern Munich,Ingolstadt,2,0,2,3,1,2.6666666666666665,1,2.6666666666666665,1,0.0,1516
16.0,Hoffenheim,Hannover,1,0,1,3,18,0.6666666666666666,18,0.6666666666666666,1,0.0,1516
16.0,Augsburg,Schalke 04,2,1,1,3,16,0.8666666666666667,16,0.8666666666666667,1,0.0,1516
16.0,Dortmund,Ein Frankfurt,4,1,3,3,2,2.3333333333333335,2,2.3333333333333335,1,0.0,1516
17.0,Schalke 04,Hoffenheim,1,0,1,3,8,1.5,8,1.5,1,0.0,1516
17.0,Ingolstadt,Leverkusen,0,1,-1,0,11,1.25,11,1.25,2,0.0,1516
17.0,Ein Frankfurt,Werder Bremen,2,1,1,3,15,0.875,15,0.875,1,0.0,1516
17.0,FC Koln,Dortmund,2,1,1,3,10,1.3125,10,1.3125,1,0.0,1516
17.0,Hamburg,Augsburg,0,1,-1,0,9,1.375,9,1.375,2,0.0,1516
17.0,Hannover,Bayern Munich,0,1,-1,0,16,0.875,16,0.875,2,0.0,1516
17.0,Stuttgart,Wolfsburg,3,1,2,3,18,0.75,18,0.75,1,0.0,1516
17.0,M'gladbach,Darmstadt,3,2,1,3,5,1.625,5,1.625,1,0.0,1516
17.0,Hertha,Mainz,2,0,2,3,3,1.8125,3,1.8125,1,0.0,1516
18.0,Hamburg,Bayern Munich,1,2,-1,0,10,1.2941176470588236,10,1.2941176470588236,2,0.0,1516
18.0,FC Koln,Stuttgart,1,3,-2,0,9,1.411764705882353,9,1.411764705882353,2,0.0,1516
18.0,Hannover,Darmstadt,1,2,-1,0,17,0.8235294117647058,17,0.8235294117647058,2,0.0,1516
18.0,Hertha,Augsburg,0,0,0,1,3,1.8823529411764706,3,1.8823529411764706,X,0.0,1516
18.0,Hoffenheim,Leverkusen,1,1,0,1,18,0.7647058823529411,18,0.7647058823529411,X,0.0,1516
18.0,Ingolstadt,Mainz,1,0,1,3,11,1.1764705882352942,11,1.1764705882352942,1,0.0,1516
18.0,M'gladbach,Dortmund,1,3,-2,0,4,1.7058823529411764,4,1.7058823529411764,2,0.0,1516
18.0,Schalke 04,Werder Bremen,1,3,-2,0,6,1.588235294117647,6,1.588235294117647,2,0.0,1516
18.0,Ein Frankfurt,Wolfsburg,3,2,1,3,14,1.0,14,1.0,1,0.0,1516
19.0,Mainz,M'gladbach,1,0,1,3,8,1.3333333333333333,8,1.3333333333333333,1,0.0,1516
19.0,Augsburg,Ein Frankfurt,0,0,0,1,13,1.1111111111111112,13,1.1111111111111112,X,0.0,1516
19.0,Darmstadt,Schalke 04,0,2,-2,0,12,1.1666666666666667,12,1.1666666666666667,2,0.0,1516
19.0,Dortmund,Ingolstadt,2,0,2,3,2,2.2777777777777777,2,2.2777777777777777,1,0.0,1516
19.0,Leverkusen,Hannover,3,0,3,3,5,1.5555555555555556,5,1.5555555555555556,1,0.0,1516
19.0,Stuttgart,Hamburg,2,1,1,3,15,1.0,15,1.0,1,0.0,1516
19.0,Werder Bremen,Hertha,3,3,0,1,16,1.0,16,1.0,X,0.0,1516
19.0,Bayern Munich,Hoffenheim,2,0,2,3,1,2.7222222222222223,1,2.7222222222222223,1,0.0,1516
19.0,Wolfsburg,FC Koln,1,1,0,1,7,1.4444444444444444,7,1.4444444444444444,X,0.0,1516
20.0,M'gladbach,Werder Bremen,5,1,4,3,6,1.5263157894736843,6,1.5263157894736843,1,0.0,1516
20.0,Ein Frankfurt,Stuttgart,2,4,-2,0,13,1.105263157894737,13,1.105263157894737,2,0.0,1516
20.0,Hannover,Mainz,0,1,-1,0,18,0.7368421052631579,18,0.7368421052631579,2,0.0,1516
20.0,Hertha,Dortmund,0,0,0,1,3,1.7894736842105263,3,1.7894736842105263,X,0.0,1516
20.0,Ingolstadt,Augsburg,2,1,1,3,10,1.2105263157894737,10,1.2105263157894737,1,0.0,1516
20.0,Leverkusen,Bayern Munich,0,0,0,1,4,1.631578947368421,4,1.631578947368421,X,0.0,1516
20.0,Schalke 04,Wolfsburg,3,0,3,3,5,1.5789473684210527,5,1.5789473684210527,1,0.0,1516
20.0,Hamburg,FC Koln,1,1,0,1,11,1.1578947368421053,11,1.1578947368421053,X,0.0,1516
20.0,Hoffenheim,Darmstadt,0,2,-2,0,17,0.7368421052631579,17,0.7368421052631579,2,0.0,1516
21.0,Mainz,Schalke 04,2,1,1,3,7,1.5,7,1.5,1,0.0,1516
21.0,Wolfsburg,Ingolstadt,2,0,2,3,8,1.35,8,1.35,1,0.0,1516
21.0,Werder Bremen,Hoffenheim,1,1,0,1,16,0.95,16,0.95,X,0.0,1516
21.0,Stuttgart,Hertha,2,0,2,3,12,1.2,12,1.2,1,0.0,1516
21.0,Darmstadt,Leverkusen,1,2,-1,0,11,1.2,11,1.2,2,0.0,1516
21.0,Dortmund,Hannover,1,0,1,3,2,2.25,2,2.25,1,0.0,1516
21.0,FC Koln,Ein Frankfurt,3,1,2,3,9,1.3,9,1.3,1,0.0,1516
21.0,Augsburg,Bayern Munich,1,3,-2,0,14,1.05,14,1.05,2,0.0,1516
21.0,Hamburg,M'gladbach,3,2,1,3,13,1.15,13,1.15,1,0.0,1516
22.0,Ein Frankfurt,Hamburg,0,0,0,1,15,1.0,15,1.0,X,0.0,1516
22.0,M'gladbach,FC Koln,1,0,1,3,7,1.5238095238095237,7,1.5238095238095237,1,0.0,1516
22.0,Ingolstadt,Werder Bremen,2,0,2,3,12,1.2380952380952381,12,1.2380952380952381,1,0.0,1516
22.0,Bayern Munich,Darmstadt,3,1,2,3,1,2.6666666666666665,1,2.6666666666666665,1,0.0,1516
22.0,Hertha,Wolfsburg,1,1,0,1,4,1.6666666666666667,4,1.6666666666666667,X,0.0,1516
22.0,Hoffenheim,Mainz,3,2,1,3,17,0.7142857142857143,17,0.7142857142857143,1,0.0,1516
22.0,Hannover,Augsburg,0,1,-1,0,18,0.6666666666666666,18,0.6666666666666666,2,0.0,1516
22.0,Leverkusen,Dortmund,0,1,-1,0,3,1.6666666666666667,3,1.6666666666666667,2,0.0,1516
22.0,Schalke 04,Stuttgart,1,1,0,1,6,1.5714285714285714,6,1.5714285714285714,X,0.0,1516
23.0,FC Koln,Hertha,0,1,-1,0,9,1.3181818181818181,9,1.3181818181818181,2,0.0,1516
23.0,Werder Bremen,Darmstadt,2,2,0,1,16,0.9090909090909091,16,0.9090909090909091,X,0.0,1516
23.0,Wolfsburg,Bayern Munich,0,2,-2,0,8,1.4090909090909092,8,1.4090909090909092,2,0.0,1516
23.0,Hamburg,Ingolstadt,1,1,0,1,12,1.2272727272727273,12,1.2272727272727273,X,0.0,1516
23.0,Stuttgart,Hannover,1,2,-1,0,11,1.2727272727272727,11,1.2727272727272727,2,0.0,1516
23.0,Augsburg,M'gladbach,2,2,0,1,13,1.0909090909090908,13,1.0909090909090908,X,0.0,1516
23.0,Dortmund,Hoffenheim,3,1,2,3,2,2.3181818181818183,2,2.3181818181818183,1,0.0,1516
23.0,Ein Frankfurt,Schalke 04,0,0,0,1,15,1.0,15,1.0,X,0.0,1516
23.0,Mainz,Leverkusen,3,1,2,3,7,1.5,7,1.5,1,0.0,1516
24.0,Hannover,Wolfsburg,0,4,-4,0,18,0.7391304347826086,18,0.7391304347826086,2,0.0,1516
24.0,Ingolstadt,FC Koln,1,1,0,1,9,1.3043478260869565,9,1.3043478260869565,X,0.0,1516
24.0,Schalke 04,Hamburg,3,2,1,3,7,1.5217391304347827,7,1.5217391304347827,1,0.0,1516
24.0,M'gladbach,Stuttgart,4,0,4,3,4,1.565217391304348,4,1.565217391304348,1,0.0,1516
24.0,Leverkusen,Werder Bremen,1,4,-3,0,6,1.5217391304347827,6,1.5217391304347827,2,0.0,1516
24.0,Darmstadt,Dortmund,0,2,-2,0,14,1.0869565217391304,14,1.0869565217391304,2,0.0,1516
24.0,Hertha,Ein Frankfurt,2,0,2,3,3,1.6956521739130435,3,1.6956521739130435,1,0.0,1516
24.0,Bayern Munich,Mainz,1,2,-1,0,1,2.6956521739130435,1,2.6956521739130435,2,0.0,1516
24.0,Hoffenheim,Augsburg,2,1,1,3,17,0.782608695652174,17,0.782608695652174,1,0.0,1516
25.0,Augsburg,Leverkusen,3,3,0,1,13,1.0416666666666667,13,1.0416666666666667,X,0.0,1516
25.0,Dortmund,Bayern Munich,0,0,0,1,2,2.375,2,2.375,X,0.0,1516
25.0,Ein Frankfurt,Ingolstadt,1,1,0,1,16,0.9583333333333334,16,0.9583333333333334,X,0.0,1516
25.0,FC Koln,Schalke 04,1,3,-2,0,10,1.25,10,1.25,2,0.0,1516
25.0,Stuttgart,Hoffenheim,5,1,4,3,12,1.1666666666666667,12,1.1666666666666667,1,0.0,1516
25.0,Werder Bremen,Hannover,4,1,3,3,15,1.0,15,1.0,1,0.0,1516
25.0,Wolfsburg,M'gladbach,2,1,1,3,8,1.4166666666666667,8,1.4166666666666667,1,0.0,1516
25.0,Hamburg,Hertha,2,0,2,3,11,1.1666666666666667,11,1.1666666666666667,1,0.0,1516
25.0,Mainz,Darmstadt,0,0,0,1,5,1.625,5,1.625,X,0.0,1516
26.0,Hertha,Schalke 04,2,0,2,3,3,1.68,3,1.68,1,0.0,1516
26.0,Hoffenheim,Wolfsburg,1,0,1,3,17,0.84,17,0.84,1,0.0,1516
26.0,M'gladbach,Ein Frankfurt,3,0,3,3,6,1.56,6,1.56,1,0.0,1516
26.0,Ingolstadt,Stuttgart,3,3,0,1,9,1.28,9,1.28,X,0.0,1516
26.0,Hannover,FC Koln,0,2,-2,0,18,0.68,18,0.68,2,0.0,1516
26.0,Bayern Munich,Werder Bremen,5,0,5,3,1,2.52,1,2.52,1,0.0,1516
26.0,Darmstadt,Augsburg,2,2,0,1,15,1.04,15,1.04,X,0.0,1516
26.0,Dortmund,Mainz,2,0,2,3,2,2.32,2,2.32,1,0.0,1516
26.0,Leverkusen,Hamburg,1,0,1,3,8,1.44,8,1.44,1,0.0,1516
27.0,Schalke 04,M'gladbach,2,1,1,3,5,1.5769230769230769,5,1.5769230769230769,1,0.0,1516
27.0,Ein Frankfurt,Hannover,1,0,1,3,16,0.9230769230769231,16,0.9230769230769231,1,0.0,1516
27.0,FC Koln,Bayern Munich,0,1,-1,0,9,1.2692307692307692,9,1.2692307692307692,2,0.0,1516
27.0,Hamburg,Hoffenheim,1,3,-2,0,12,1.1923076923076923,12,1.1923076923076923,2,0.0,1516
27.0,Hertha,Ingolstadt,2,1,1,3,3,1.7307692307692308,3,1.7307692307692308,1,0.0,1516
27.0,Werder Bremen,Mainz,1,1,0,1,15,1.0384615384615385,15,1.0384615384615385,X,0.0,1516
27.0,Wolfsburg,Darmstadt,1,1,0,1,8,1.4230769230769231,8,1.4230769230769231,X,0.0,1516
27.0,Augsburg,Dortmund,1,3,-2,0,13,1.0384615384615385,13,1.0384615384615385,2,0.0,1516
27.0,Stuttgart,Leverkusen,0,2,-2,0,11,1.2307692307692308,11,1.2307692307692308,2,0.0,1516
28.0,Leverkusen,Wolfsburg,3,0,3,3,6,1.5555555555555556,6,1.5555555555555556,1,0.0,1516
28.0,Mainz,Augsburg,4,2,2,3,7,1.5185185185185186,7,1.5185185185185186,1,0.0,1516
28.0,Dortmund,Werder Bremen,3,2,1,3,2,2.3703703703703702,2,2.3703703703703702,1,0.0,1516
28.0,Ingolstadt,Schalke 04,3,0,3,3,10,1.2222222222222223,10,1.2222222222222223,1,0.0,1516
28.0,Hannover,Hamburg,0,3,-3,0,18,0.6296296296296297,18,0.6296296296296297,2,0.0,1516
28.0,Bayern Munich,Ein Frankfurt,1,0,1,3,1,2.5555555555555554,1,2.5555555555555554,1,0.0,1516
28.0,Darmstadt,Stuttgart,2,2,0,1,13,1.037037037037037,13,1.037037037037037,X,0.0,1516
28.0,Hoffenheim,FC Koln,1,1,0,1,16,1.0,16,1.0,X,0.0,1516
28.0,M'gladbach,Hertha,5,0,5,3,5,1.5555555555555556,5,1.5555555555555556,1,0.0,1516
29.0,Hertha,Hannover,2,2,0,1,3,1.7142857142857142,3,1.7142857142857142,X,0.0,1516
29.0,Wolfsburg,Mainz,1,1,0,1,8,1.3571428571428572,8,1.3571428571428572,X,0.0,1516
29.0,Werder Bremen,Augsburg,1,2,-1,0,15,1.0,15,1.0,2,0.0,1516
29.0,Stuttgart,Bayern Munich,1,3,-2,0,12,1.1785714285714286,12,1.1785714285714286,2,0.0,1516
29.0,Ingolstadt,M'gladbach,1,0,1,3,9,1.2857142857142858,9,1.2857142857142858,1,0.0,1516
29.0,Ein Frankfurt,Hoffenheim,0,2,-2,0,17,0.9642857142857143,17,0.9642857142857143,2,0.0,1516
29.0,Hamburg,Darmstadt,1,2,-1,0,10,1.2142857142857142,10,1.2142857142857142,2,0.0,1516
29.0,FC Koln,Leverkusen,0,2,-2,0,11,1.2142857142857142,11,1.2142857142857142,2,0.0,1516
29.0,Schalke 04,Dortmund,2,2,0,1,7,1.5714285714285714,7,1.5714285714285714,X,0.0,1516
30.0,Hannover,M'gladbach,2,0,2,3,18,0.6206896551724138,18,0.6206896551724138,1,0.0,1516
30.0,Werder Bremen,Wolfsburg,3,2,1,3,16,0.9655172413793104,16,0.9655172413793104,1,0.0,1516
30.0,Leverkusen,Ein Frankfurt,3,0,3,3,4,1.6551724137931034,4,1.6551724137931034,1,0.0,1516
