matchday,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Goal_difference,Points_Home,HomePosition,HomeAvgPoints,AwayPosition,AwayAvgPoints,result,Season
9.0,Dortmund,Schalke 04,0,0,0,1,6,1.75,6,1.75,X,1617
9.0,Darmstadt,RB Leipzig,0,2,-2,0,13,1.0,13,1.0,2,1617
9.0,Augsburg,Bayern Munich,1,3,-2,0,12,1.0,12,1.0,2,1617
9.0,FC Koln,Hamburg,3,0,3,3,5,1.875,5,1.875,1,1617
9.0,Hoffenheim,Hertha,1,0,1,3,4,2.0,4,2.0,1,1617
10.0,Hertha,M'gladbach,3,0,3,3,5,1.8888888888888888,5,1.8888888888888888,1,1617
10.0,Leverkusen,Darmstadt,3,2,1,3,10,1.4444444444444444,10,1.4444444444444444,1,1617
10.0,Ingolstadt,Augsburg,0,2,-2,0,17,0.2222222222222222,17,0.2222222222222222,2,1617
10.0,Hamburg,Dortmund,2,5,-3,0,18,0.2222222222222222,18,0.2222222222222222,2,1617
10.0,Ein Frankfurt,FC Koln,1,0,1,3,7,1.6666666666666667,7,1.6666666666666667,1,1617
10.0,Bayern Munich,Hoffenheim,1,1,0,1,1,2.5555555555555554,1,2.5555555555555554,X,1617
10.0,Freiburg,Wolfsburg,0,3,-3,0,8,1.6666666666666667,8,1.6666666666666667,2,1617
10.0,RB Leipzig,Mainz,3,1,2,3,2,2.3333333333333335,2,2.3333333333333335,1,1617
10.0,Schalke 04,Werder Bremen,3,1,2,3,12,0.8888888888888888,12,0.8888888888888888,1,1617
11.0,Leverkusen,RB Leipzig,2,3,-1,0,8,1.6,8,1.6,2,1617
11.0,M'gladbach,FC Koln,1,2,-1,0,11,1.2,11,1.2,2,1617
11.0,Wolfsburg,Schalke 04,0,1,-1,0,14,0.9,14,0.9,2,1617
11.0,Mainz,Freiburg,4,2,2,3,10,1.4,10,1.4,1,1617
11.0,Dortmund,Bayern Munich,1,0,1,3,5,1.8,5,1.8,1,1617
11.0,Darmstadt,Ingolstadt,0,1,-1,0,15,0.8,15,0.8,2,1617
11.0,Augsburg,Hertha,0,0,0,1,13,1.1,13,1.1,X,1617
11.0,Hoffenheim,Hamburg,2,2,0,1,4,2.0,4,2.0,X,1617
11.0,Werder Bremen,Ein Frankfurt,1,2,-1,0,16,0.7,16,0.7,2,1617
12.0,Freiburg,RB Leipzig,1,4,-3,0,10,1.3636363636363635,10,1.3636363636363635,2,1617
12.0,Bayern Munich,Leverkusen,2,1,1,3,2,2.1818181818181817,2,2.1818181818181817,1,1617
12.0,Ein Frankfurt,Dortmund,2,1,1,3,5,1.9090909090909092,5,1.9090909090909092,1,1617
12.0,FC Koln,Augsburg,0,0,0,1,4,1.9090909090909092,4,1.9090909090909092,X,1617
12.0,Hamburg,Werder Bremen,2,2,0,1,18,0.2727272727272727,18,0.2727272727272727,X,1617
12.0,Ingolstadt,Wolfsburg,1,1,0,1,17,0.45454545454545453,17,0.45454545454545453,X,1617
12.0,M'gladbach,Hoffenheim,1,1,0,1,13,1.0909090909090908,13,1.0909090909090908,X,1617
12.0,Hertha,Mainz,2,1,1,3,6,1.9090909090909092,6,1.9090909090909092,1,1617
12.0,Schalke 04,Darmstadt,3,1,2,3,11,1.2727272727272727,11,1.2727272727272727,1,1617
13.0,Mainz,Bayern Munich,1,3,-2,0,9,1.4166666666666667,9,1.4166666666666667,2,1617
13.0,Wolfsburg,Hertha,2,3,-1,0,14,0.8333333333333334,14,0.8333333333333334,2,1617
13.0,RB Leipzig,Schalke 04,2,1,1,3,1,2.5,1,2.5,1,1617
13.0,Werder Bremen,Ingolstadt,2,1,1,3,16,0.6666666666666666,16,0.6666666666666666,1,1617
13.0,Hoffenheim,FC Koln,4,0,4,3,6,1.8333333333333333,6,1.8333333333333333,1,1617
13.0,Dortmund,M'gladbach,4,1,3,3,7,1.75,7,1.75,1,1617
13.0,Leverkusen,Freiburg,1,1,0,1,10,1.3333333333333333,10,1.3333333333333333,X,1617
13.0,Augsburg,Ein Frankfurt,1,1,0,1,12,1.0833333333333333,12,1.0833333333333333,X,1617
13.0,Darmstadt,Hamburg,0,2,-2,0,15,0.6666666666666666,15,0.6666666666666666,2,1617
14.0,Ein Frankfurt,Hoffenheim,0,0,0,1,5,1.9230769230769231,5,1.9230769230769231,X,1617
14.0,Ingolstadt,RB Leipzig,1,0,1,3,18,0.46153846153846156,18,0.46153846153846156,1,1617
14.0,Hertha,Werder Bremen,0,1,-1,0,3,2.076923076923077,3,2.076923076923077,2,1617
14.0,Hamburg,Augsburg,1,0,1,3,17,0.5384615384615384,17,0.5384615384615384,1,1617
14.0,Freiburg,Darmstadt,1,0,1,3,11,1.2307692307692308,11,1.2307692307692308,1,1617
14.0,Bayern Munich,Wolfsburg,5,0,5,3,2,2.3076923076923075,2,2.3076923076923075,1,1617
14.0,FC Koln,Dortmund,1,1,0,1,7,1.6923076923076923,7,1.6923076923076923,X,1617
14.0,M'gladbach,Mainz,1,0,1,3,13,1.0,13,1.0,1,1617
14.0,Schalke 04,Leverkusen,0,1,-1,0,8,1.3076923076923077,8,1.3076923076923077,2,1617
15.0,Hoffenheim,Dortmund,2,2,0,1,4,1.8571428571428572,4,1.8571428571428572,X,1617
15.0,Wolfsburg,Ein Frankfurt,1,0,1,3,15,0.7142857142857143,15,0.7142857142857143,1,1617
15.0,Schalke 04,Freiburg,1,1,0,1,10,1.2142857142857142,10,1.2142857142857142,X,1617
15.0,Werder Bremen,FC Koln,1,1,0,1,14,1.0,14,1.0,X,1617
15.0,Mainz,Hamburg,3,1,2,3,11,1.2142857142857142,11,1.2142857142857142,1,1617
15.0,Augsburg,M'gladbach,1,0,1,3,13,1.0,13,1.0,1,1617
15.0,RB Leipzig,Hertha,2,0,2,3,2,2.357142857142857,2,2.357142857142857,1,1617
15.0,Darmstadt,Bayern Munich,0,1,-1,0,18,0.5714285714285714,18,0.5714285714285714,2,1617
15.0,Leverkusen,Ingolstadt,1,2,-1,0,8,1.4285714285714286,8,1.4285714285714286,2,1617
16.0,Dortmund,Augsburg,1,1,0,1,5,1.7333333333333334,5,1.7333333333333334,X,1617
16.0,Ein Frankfurt,Mainz,3,0,3,3,6,1.7333333333333334,6,1.7333333333333334,1,1617
16.0,Hamburg,Schalke 04,2,1,1,3,17,0.6666666666666666,17,0.6666666666666666,1,1617
16.0,M'gladbach,Wolfsburg,1,2,-1,0,13,1.0666666666666667,13,1.0666666666666667,2,1617
16.0,Ingolstadt,Freiburg,1,2,-1,0,16,0.8,16,0.8,2,1617
16.0,Hoffenheim,Werder Bremen,1,1,0,1,3,1.8,3,1.8,X,1617
16.0,FC Koln,Leverkusen,1,1,0,1,7,1.6,7,1.6,X,1617
16.0,Bayern Munich,RB Leipzig,3,0,3,3,1,2.4,1,2.4,1,1617
16.0,Hertha,Darmstadt,2,0,2,3,4,1.8,4,1.8,1,1617
17.0,Freiburg,Bayern Munich,1,2,-1,0,8,1.4375,8,1.4375,2,1617
17.0,Werder Bremen,Dortmund,1,2,-1,0,15,1.0,15,1.0,2,1617
17.0,Augsburg,Hoffenheim,0,2,-2,0,12,1.125,12,1.125,2,1617
17.0,Darmstadt,M'gladbach,0,0,0,1,18,0.5,18,0.5,X,1617
17.0,RB Leipzig,Ein Frankfurt,3,0,3,3,2,2.25,2,2.25,1,1617
17.0,Schalke 04,Ingolstadt,1,0,1,3,11,1.125,11,1.125,1,1617
17.0,Wolfsburg,Hamburg,1,0,1,3,13,1.0,13,1.0,1,1617
17.0,Mainz,FC Koln,0,0,0,1,10,1.25,10,1.25,X,1617
17.0,Leverkusen,Hertha,3,1,2,3,9,1.3125,9,1.3125,1,1617
18.0,Schalke 04,Ein Frankfurt,0,1,-1,0,10,1.2352941176470589,10,1.2352941176470589,2,1617
18.0,Darmstadt,FC Koln,1,6,-5,0,18,0.5294117647058824,18,0.5294117647058824,2,1617
18.0,Ingolstadt,Hamburg,3,1,2,3,17,0.7058823529411765,17,0.7058823529411765,1,1617
18.0,Leverkusen,M'gladbach,2,3,-1,0,8,1.411764705882353,8,1.411764705882353,2,1617
18.0,RB Leipzig,Hoffenheim,2,1,1,3,2,2.2941176470588234,2,2.2941176470588234,1,1617
18.0,Werder Bremen,Bayern Munich,1,2,-1,0,15,0.9411764705882353,15,0.9411764705882353,2,1617
18.0,Wolfsburg,Augsburg,1,2,-1,0,12,1.1176470588235294,12,1.1176470588235294,2,1617
18.0,Freiburg,Hertha,2,1,1,3,9,1.3529411764705883,9,1.3529411764705883,1,1617
18.0,Mainz,Dortmund,1,1,0,1,11,1.2352941176470589,11,1.2352941176470589,X,1617
19.0,Hamburg,Leverkusen,1,0,1,3,17,0.7222222222222222,17,0.7222222222222222,1,1617
19.0,M'gladbach,Freiburg,3,0,3,3,13,1.1111111111111112,13,1.1111111111111112,1,1617
19.0,Hoffenheim,Mainz,4,0,4,3,5,1.7222222222222223,5,1.7222222222222223,1,1617
19.0,Hertha,Ingolstadt,1,0,1,3,6,1.6666666666666667,6,1.6666666666666667,1,1617
19.0,Bayern Munich,Schalke 04,1,1,0,1,1,2.5,1,2.5,X,1617
19.0,Dortmund,RB Leipzig,1,0,1,3,4,1.7222222222222223,4,1.7222222222222223,1,1617
19.0,FC Koln,Wolfsburg,1,0,1,3,7,1.6111111111111112,7,1.6111111111111112,1,1617
19.0,Augsburg,Werder Bremen,3,2,1,3,12,1.1666666666666667,12,1.1666666666666667,1,1617
19.0,Ein Frankfurt,Darmstadt,2,0,2,3,3,1.7777777777777777,3,1.7777777777777777,1,1617
20.0,Mainz,Augsburg,2,0,2,3,13,1.1578947368421053,13,1.1578947368421053,1,1617
20.0,Schalke 04,Hertha,2,0,2,3,12,1.1578947368421053,12,1.1578947368421053,1,1617
20.0,Werder Bremen,M'gladbach,0,1,-1,0,15,0.8421052631578947,15,0.8421052631578947,2,1617
20.0,RB Leipzig,Hamburg,0,3,-3,0,2,2.210526315789474,2,2.210526315789474,2,1617
20.0,Darmstadt,Dortmund,2,1,1,3,18,0.47368421052631576,18,0.47368421052631576,1,1617
20.0,Ingolstadt,Bayern Munich,0,2,-2,0,17,0.7894736842105263,17,0.7894736842105263,2,1617
20.0,Leverkusen,Ein Frankfurt,3,0,3,3,9,1.263157894736842,9,1.263157894736842,1,1617
20.0,Freiburg,FC Koln,2,1,1,3,8,1.368421052631579,8,1.368421052631579,1,1617
20.0,Wolfsburg,Hoffenheim,2,1,1,3,14,1.0,14,1.0,1,1617
21.0,Augsburg,Leverkusen,1,3,-2,0,13,1.2,13,1.2,2,1617
21.0,Mainz,Werder Bremen,0,2,-2,0,12,1.25,12,1.25,2,1617
21.0,Hoffenheim,Darmstadt,2,0,2,3,5,1.7,5,1.7,1,1617
21.0,Hertha,Bayern Munich,1,1,0,1,6,1.65,6,1.65,X,1617
21.0,Ein Frankfurt,Ingolstadt,0,2,-2,0,3,1.75,3,1.75,2,1617
21.0,Dortmund,Wolfsburg,3,0,3,3,4,1.7,4,1.7,1,1617
21.0,Hamburg,Freiburg,2,2,0,1,15,0.95,15,0.95,X,1617
21.0,FC Koln,Schalke 04,1,1,0,1,7,1.6,7,1.6,X,1617
21.0,M'gladbach,RB Leipzig,1,2,-1,0,10,1.3,10,1.3,2,1617
22.0,Wolfsburg,Werder Bremen,1,2,-1,0,14,1.0476190476190477,14,1.0476190476190477,2,1617
22.0,Leverkusen,Mainz,0,2,-2,0,8,1.4285714285714286,8,1.4285714285714286,2,1617
22.0,RB Leipzig,FC Koln,3,1,2,3,2,2.142857142857143,2,2.142857142857143,1,1617
22.0,Hertha,Ein Frankfurt,2,0,2,3,6,1.619047619047619,6,1.619047619047619,1,1617
22.0,Bayern Munich,Hamburg,8,0,8,3,1,2.380952380952381,1,2.380952380952381,1,1617
22.0,Darmstadt,Augsburg,1,2,-1,0,18,0.5714285714285714,18,0.5714285714285714,2,1617
22.0,Freiburg,Dortmund,0,3,-3,0,9,1.4285714285714286,9,1.4285714285714286,2,1617
22.0,Ingolstadt,M'gladbach,0,2,-2,0,17,0.8571428571428571,17,0.8571428571428571,2,1617
22.0,Schalke 04,Hoffenheim,1,1,0,1,10,1.2380952380952381,10,1.2380952380952381,X,1617
23.0,Augsburg,RB Leipzig,2,2,0,1,13,1.2272727272727273,13,1.2272727272727273,X,1617
23.0,Dortmund,Leverkusen,6,2,4,3,3,1.8181818181818181,3,1.8181818181818181,1,1617
23.0,FC Koln,Bayern Munich,0,3,-3,0,7,1.5,7,1.5,2,1617
23.0,Hoffenheim,Ingolstadt,5,2,3,3,4,1.7272727272727273,4,1.7272727272727273,1,1617
23.0,Mainz,Wolfsburg,1,1,0,1,11,1.2727272727272727,11,1.2727272727272727,X,1617
23.0,M'gladbach,Schalke 04,4,2,2,3,10,1.3181818181818181,10,1.3181818181818181,1,1617
23.0,Werder Bremen,Darmstadt,2,0,2,3,15,1.0,15,1.0,1,1617
23.0,Ein Frankfurt,Freiburg,1,2,-1,0,6,1.5909090909090908,6,1.5909090909090908,2,1617
23.0,Hamburg,Hertha,1,0,1,3,16,0.9090909090909091,16,0.9090909090909091,1,1617
24.0,Leverkusen,Werder Bremen,1,1,0,1,10,1.3043478260869565,10,1.3043478260869565,X,1617
24.0,RB Leipzig,Wolfsburg,0,1,-1,0,2,2.130434782608696,2,2.130434782608696,2,1617
24.0,Ingolstadt,FC Koln,2,2,0,1,17,0.782608695652174,17,0.782608695652174,X,1617
24.0,Hertha,Dortmund,2,1,1,3,5,1.608695652173913,5,1.608695652173913,1,1617
24.0,Darmstadt,Mainz,2,1,1,3,18,0.5217391304347826,18,0.5217391304347826,1,1617
24.0,Bayern Munich,Ein Frankfurt,3,0,3,3,1,2.4347826086956523,1,2.4347826086956523,1,1617
24.0,Freiburg,Hoffenheim,1,1,0,1,8,1.434782608695652,8,1.434782608695652,X,1617
24.0,Hamburg,M'gladbach,2,1,1,3,16,1.0,16,1.0,1,1617
24.0,Schalke 04,Augsburg,3,0,3,3,13,1.173913043478261,13,1.173913043478261,1,1617
25.0,Dortmund,Ingolstadt,1,0,1,3,3,1.7916666666666667,3,1.7916666666666667,1,1617
25.0,Wolfsburg,Darmstadt,1,0,1,3,14,1.0833333333333333,14,1.0833333333333333,1,1617
25.0,Werder Bremen,RB Leipzig,3,0,3,3,15,1.0833333333333333,15,1.0833333333333333,1,1617
25.0,Hoffenheim,Leverkusen,1,0,1,3,4,1.75,4,1.75,1,1617
25.0,FC Koln,Hertha,4,2,2,3,7,1.4166666666666667,7,1.4166666666666667,1,1617
25.0,Augsburg,Freiburg,1,1,0,1,13,1.1666666666666667,13,1.1666666666666667,X,1617
25.0,Ein Frankfurt,Hamburg,0,0,0,1,6,1.4583333333333333,6,1.4583333333333333,X,1617
25.0,Mainz,Schalke 04,0,1,-1,0,12,1.2083333333333333,12,1.2083333333333333,2,1617
25.0,M'gladbach,Bayern Munich,0,1,-1,0,9,1.3333333333333333,9,1.3333333333333333,2,1617
26.0,Hertha,Hoffenheim,1,3,-2,0,5,1.6,5,1.6,2,1617
26.0,Hamburg,FC Koln,2,1,1,3,16,1.08,16,1.08,1,1617
26.0,Schalke 04,Dortmund,1,1,0,1,9,1.32,9,1.32,X,1617
26.0,RB Leipzig,Darmstadt,4,0,4,3,2,1.96,2,1.96,1,1617
26.0,Freiburg,Werder Bremen,2,5,-3,0,8,1.4,8,1.4,2,1617
26.0,Bayern Munich,Augsburg,6,0,6,3,1,2.48,1,2.48,1,1617
26.0,Ein Frankfurt,M'gladbach,0,0,0,1,7,1.44,7,1.44,X,1617
26.0,Ingolstadt,Mainz,2,1,1,3,17,0.76,17,0.76,1,1617
26.0,Leverkusen,Wolfsburg,3,3,0,1,11,1.24,11,1.24,X,1617
27.0,Dortmund,Hamburg,3,0,3,3,4,1.8076923076923077,4,1.8076923076923077,1,1617
27.0,FC Koln,Ein Frankfurt,1,0,1,3,6,1.4230769230769231,6,1.4230769230769231,1,1617
27.0,Hoffenheim,Bayern Munich,1,0,1,3,3,1.8461538461538463,3,1.8461538461538463,1,1617
27.0,Werder Bremen,Schalke 04,3,0,3,3,12,1.2307692307692308,12,1.2307692307692308,1,1617
27.0,Augsburg,Ingolstadt,2,3,-1,0,16,1.1153846153846154,16,1.1153846153846154,2,1617
27.0,Darmstadt,Leverkusen,0,2,-2,0,18,0.5769230769230769,18,0.5769230769230769,2,1617
27.0,Mainz,RB Leipzig,2,3,-1,0,15,1.1153846153846154,15,1.1153846153846154,2,1617
27.0,M'gladbach,Hertha,1,0,1,3,10,1.2692307692307692,10,1.2692307692307692,1,1617
27.0,Wolfsburg,Freiburg,0,1,-1,0,13,1.1538461538461537,13,1.1538461538461537,2,1617
28.0,Ein Frankfurt,Werder Bremen,2,2,0,1,8,1.3703703703703705,8,1.3703703703703705,X,1617
28.0,Schalke 04,Wolfsburg,4,1,3,3,12,1.2592592592592593,12,1.2592592592592593,1,1617
28.0,Freiburg,Mainz,1,0,1,3,7,1.4074074074074074,7,1.4074074074074074,1,1617
28.0,RB Leipzig,Leverkusen,1,0,1,3,2,2.037037037037037,2,2.037037037037037,1,1617
28.0,Hamburg,Hoffenheim,2,1,1,3,14,1.1111111111111112,14,1.1111111111111112,1,1617
28.0,Bayern Munich,Dortmund,4,1,3,3,1,2.4074074074074074,1,2.4074074074074074,1,1617
28.0,FC Koln,M'gladbach,2,3,-1,0,5,1.4814814814814814,5,1.4814814814814814,2,1617
28.0,Hertha,Augsburg,2,0,2,3,6,1.4814814814814814,6,1.4814814814814814,1,1617
28.0,Ingolstadt,Darmstadt,3,2,1,3,17,0.9259259259259259,17,0.9259259259259259,1,1617
29.0,Wolfsburg,Ingolstadt,3,0,3,3,14,1.0714285714285714,14,1.0714285714285714,1,1617
29.0,RB Leipzig,Freiburg,4,0,4,3,2,2.0714285714285716,2,2.0714285714285716,1,1617
29.0,Mainz,Hertha,1,0,1,3,15,1.0357142857142858,15,1.0357142857142858,1,1617
29.0,Leverkusen,Bayern Munich,0,0,0,1,12,1.25,12,1.25,X,1617
29.0,Dortmund,Ein Frankfurt,3,1,2,3,4,1.7857142857142858,4,1.7857142857142858,1,1617
29.0,Augsburg,FC Koln,2,1,1,3,16,1.0357142857142858,16,1.0357142857142858,1,1617
29.0,Hoffenheim,M'gladbach,5,3,2,3,3,1.8214285714285714,3,1.8214285714285714,1,1617
29.0,Darmstadt,Schalke 04,2,1,1,3,18,0.5357142857142857,18,0.5357142857142857,1,1617
29.0,Werder Bremen,Hamburg,2,1,1,3,11,1.2857142857142858,11,1.2857142857142858,1,1617
30.0,FC Koln,Hoffenheim,1,1,0,1,7,1.3793103448275863,7,1.3793103448275863,X,1617
30.0,M'gladbach,Dortmund,2,3,-1,0,9,1.3448275862068966,9,1.3448275862068966,2,1617
30.0,Ingolstadt,Werder Bremen,2,4,-2,0,17,0.9655172413793104,17,0.9655172413793104,2,1617
30.0,Hertha,Wolfsburg,1,0,1,3,5,1.4827586206896552,5,1.4827586206896552,1,1617
30.0,Hamburg,Darmstadt,1,2,-1,0,14,1.1379310344827587,14,1.1379310344827587,2,1617
30.0,Bayern Munich,Mainz,2,2,0,1,1,2.3793103448275863,1,2.3793103448275863,X,1617
30.0,Ein Frankfurt,Augsburg,3,1,2,3,10,1.3103448275862069,10,1.3103448275862069,1,1617
30.0,Freiburg,Leverkusen,2,1,1,3,6,1.4137931034482758,6,1.4137931034482758,1,1617
30.0,Schalke 04,RB Leipzig,1,1,0,1,11,1.2758620689655173,11,1.2758620689655173,X,1617
31.0,Leverkusen,Schalke 04,1,4,-3,0,12,1.2,12,1.2,2,1617
31.0,Darmstadt,Freiburg,3,0,3,3,18,0.7,18,0.7,1,1617
31.0,Dortmund,FC Koln,0,0,0,1,3,1.8666666666666667,3,1.8666666666666667,X,1617
31.0,Mainz,M'gladbach,1,2,-1,0,13,1.1,13,1.1,2,1617
31.0,Werder Bremen,Hertha,2,0,2,3,7,1.4,7,1.4,1,1617
31.0,Wolfsburg,Bayern Munich,0,6,-6,0,14,1.1,14,1.1,2,1617
31.0,RB Leipzig,Ingolstadt,0,0,0,1,2,2.066666666666667,2,2.066666666666667,X,1617
31.0,Augsburg,Hamburg,4,0,4,3,16,1.0666666666666667,16,1.0666666666666667,1,1617
31.0,Hoffenheim,Ein Frankfurt,1,0,1,3,4,1.8333333333333333,4,1.8333333333333333,1,1617
32.0,FC Koln,Werder Bremen,4,3,1,3,8,1.3548387096774193,8,1.3548387096774193,1,1617
32.0,Hertha,RB Leipzig,1,4,-3,0,5,1.4838709677419355,5,1.4838709677419355,2,1617
32.0,Ingolstadt,Leverkusen,1,1,0,1,17,0.9354838709677419,17,0.9354838709677419,X,1617
32.0,M'gladbach,Augsburg,1,1,0,1,9,1.3548387096774193,9,1.3548387096774193,X,1617
32.0,Ein Frankfurt,Wolfsburg,0,2,-2,0,11,1.3225806451612903,11,1.3225806451612903,2,1617
