matchday,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Goal_difference,Points_Home,HomePosition,HomeAvgPoints,AwayPosition,AwayAvgPoints,result,AvgPointDelta,Season
5.0,Freiburg,Hannover,1,1,0,1,16,0.5,16,0.5,X,0.0,1718
5.0,Hamburg,Dortmund,0,3,-3,0,8,1.5,8,1.5,2,0.0,1718
5.0,Hertha,Leverkusen,2,1,1,3,10,1.25,10,1.25,1,0.0,1718
5.0,Mainz,Hoffenheim,2,3,-1,0,15,0.75,15,0.75,2,0.0,1718
6.0,Bayern Munich,Wolfsburg,2,2,0,1,2,2.4,2,2.4,X,0.0,1718
6.0,Werder Bremen,Freiburg,0,0,0,1,17,0.4,17,0.4,X,0.0,1718
6.0,Stuttgart,Augsburg,0,0,0,1,12,1.2,12,1.2,X,0.0,1718
6.0,RB Leipzig,Ein Frankfurt,2,1,1,3,9,1.4,9,1.4,1,0.0,1718
6.0,Hoffenheim,Schalke 04,2,0,2,3,4,2.2,4,2.2,1,0.0,1718
6.0,Dortmund,M'gladbach,6,1,5,3,1,2.6,1,2.6,1,0.0,1718
6.0,Mainz,Hertha,1,0,1,3,15,0.6,15,0.6,1,0.0,1718
6.0,Hannover,FC Koln,0,0,0,1,3,2.2,3,2.2,X,0.0,1718
6.0,Leverkusen,Hamburg,3,0,3,3,14,0.8,14,0.8,1,0.0,1718
7.0,Schalke 04,Leverkusen,1,1,0,1,7,1.5,7,1.5,X,0.0,1718
7.0,Wolfsburg,Mainz,1,1,0,1,13,1.0,13,1.0,X,0.0,1718
7.0,M'gladbach,Hannover,2,1,1,3,9,1.3333333333333333,9,1.3333333333333333,1,0.0,1718
7.0,Ein Frankfurt,Stuttgart,2,1,1,3,11,1.1666666666666667,11,1.1666666666666667,1,0.0,1718
7.0,Augsburg,Dortmund,1,2,-1,0,5,1.8333333333333333,5,1.8333333333333333,2,0.0,1718
7.0,Hamburg,Werder Bremen,0,0,0,1,15,1.0,15,1.0,X,0.0,1718
7.0,FC Koln,RB Leipzig,1,2,-1,0,18,0.16666666666666666,18,0.16666666666666666,2,0.0,1718
7.0,Freiburg,Hoffenheim,3,2,1,3,16,0.6666666666666666,16,0.6666666666666666,1,0.0,1718
7.0,Hertha,Bayern Munich,2,2,0,1,8,1.3333333333333333,8,1.3333333333333333,X,0.0,1718
8.0,Stuttgart,FC Koln,2,1,1,3,14,1.0,14,1.0,1,0.0,1718
8.0,Hannover,Ein Frankfurt,1,2,-1,0,5,1.7142857142857142,5,1.7142857142857142,2,0.0,1718
8.0,Bayern Munich,Freiburg,5,0,5,3,2,2.0,2,2.0,1,0.0,1718
8.0,Dortmund,RB Leipzig,2,3,-1,0,1,2.7142857142857144,1,2.7142857142857144,2,0.0,1718
8.0,Hertha,Schalke 04,0,2,-2,0,10,1.2857142857142858,10,1.2857142857142858,2,0.0,1718
8.0,Hoffenheim,Augsburg,2,2,0,1,3,2.0,3,2.0,X,0.0,1718
8.0,Mainz,Hamburg,3,2,1,3,13,1.0,13,1.0,1,0.0,1718
8.0,Leverkusen,Wolfsburg,2,2,0,1,11,1.1428571428571428,11,1.1428571428571428,X,0.0,1718
8.0,Werder Bremen,M'gladbach,0,2,-2,0,17,0.5714285714285714,17,0.5714285714285714,2,0.0,1718
9.0,Schalke 04,Mainz,2,0,2,3,7,1.625,7,1.625,1,0.0,1718
9.0,RB Leipzig,Stuttgart,1,0,1,3,3,2.0,3,2.0,1,0.0,1718
9.0,M'gladbach,Leverkusen,1,5,-4,0,5,1.75,5,1.75,2,0.0,1718
9.0,Hamburg,Bayern Munich,0,1,-1,0,15,0.875,15,0.875,2,0.0,1718
9.0,Ein Frankfurt,Dortmund,2,2,0,1,6,1.625,6,1.625,X,0.0,1718
9.0,Augsburg,Hannover,1,2,-1,0,8,1.5,8,1.5,2,0.0,1718
9.0,FC Koln,Werder Bremen,0,0,0,1,18,0.125,18,0.125,X,0.0,1718
9.0,Freiburg,Hertha,1,1,0,1,16,0.875,16,0.875,X,0.0,1718
9.0,Wolfsburg,Hoffenheim,1,1,0,1,14,1.0,14,1.0,X,0.0,1718
10.0,Mainz,Ein Frankfurt,1,1,0,1,12,1.1111111111111112,12,1.1111111111111112,X,0.0,1718
10.0,Schalke 04,Wolfsburg,1,1,0,1,5,1.7777777777777777,5,1.7777777777777777,X,0.0,1718
10.0,Leverkusen,FC Koln,2,1,1,3,9,1.3333333333333333,9,1.3333333333333333,1,0.0,1718
10.0,Hoffenheim,M'gladbach,1,3,-2,0,4,1.7777777777777777,4,1.7777777777777777,2,0.0,1718
10.0,Hertha,Hamburg,2,1,1,3,11,1.1111111111111112,11,1.1111111111111112,1,0.0,1718
10.0,Hannover,Dortmund,4,2,2,3,6,1.6666666666666667,6,1.6666666666666667,1,0.0,1718
10.0,Bayern Munich,RB Leipzig,2,0,2,3,2,2.2222222222222223,2,2.2222222222222223,1,0.0,1718
10.0,Stuttgart,Freiburg,3,0,3,3,13,1.1111111111111112,13,1.1111111111111112,1,0.0,1718
10.0,Werder Bremen,Augsburg,0,3,-3,0,17,0.5555555555555556,17,0.5555555555555556,2,0.0,1718
11.0,Ein Frankfurt,Werder Bremen,2,1,1,3,10,1.5,10,1.5,1,0.0,1718
11.0,RB Leipzig,Hannover,2,1,1,3,3,1.9,3,1.9,1,0.0,1718
11.0,M'gladbach,Mainz,1,1,0,1,6,1.7,6,1.7,X,0.0,1718
11.0,Hamburg,Stuttgart,3,1,2,3,16,0.7,16,0.7,1,0.0,1718
11.0,Freiburg,Schalke 04,0,1,-1,0,15,0.8,15,0.8,2,0.0,1718
11.0,Dortmund,Bayern Munich,1,3,-2,0,2,2.0,2,2.0,2,0.0,1718
11.0,Augsburg,Leverkusen,1,1,0,1,9,1.5,9,1.5,X,0.0,1718
11.0,FC Koln,Hoffenheim,0,3,-3,0,18,0.2,18,0.2,2,0.0,1718
11.0,Wolfsburg,Hertha,3,3,0,1,14,1.0,14,1.0,X,0.0,1718
12.0,Stuttgart,Dortmund,2,1,1,3,12,1.1818181818181819,12,1.1818181818181819,1,0.0,1718
12.0,Bayern Munich,Augsburg,3,0,3,3,1,2.3636363636363638,1,2.3636363636363638,1,0.0,1718
12.0,Hertha,M'gladbach,2,4,-2,0,11,1.2727272727272727,11,1.2727272727272727,2,0.0,1718
12.0,Hoffenheim,Ein Frankfurt,1,1,0,1,5,1.7272727272727273,5,1.7272727272727273,X,0.0,1718
12.0,Leverkusen,RB Leipzig,2,2,0,1,9,1.4545454545454546,9,1.4545454545454546,X,0.0,1718
12.0,Mainz,FC Koln,1,0,1,3,13,1.0909090909090908,13,1.0909090909090908,1,0.0,1718
12.0,Wolfsburg,Freiburg,3,1,2,3,14,1.0,14,1.0,1,0.0,1718
12.0,Schalke 04,Hamburg,2,0,2,3,4,1.8181818181818181,4,1.8181818181818181,1,0.0,1718
12.0,Werder Bremen,Hannover,4,0,4,3,17,0.45454545454545453,17,0.45454545454545453,1,0.0,1718
13.0,Hannover,Stuttgart,1,1,0,1,8,1.5,8,1.5,X,0.0,1718
13.0,RB Leipzig,Werder Bremen,2,0,2,3,3,1.9166666666666667,3,1.9166666666666667,1,0.0,1718
13.0,Freiburg,Mainz,2,1,1,3,17,0.6666666666666666,17,0.6666666666666666,1,0.0,1718
13.0,M'gladbach,Bayern Munich,2,1,1,3,4,1.75,4,1.75,1,0.0,1718
13.0,Dortmund,Schalke 04,4,4,0,1,5,1.6666666666666667,5,1.6666666666666667,X,0.0,1718
13.0,Ein Frankfurt,Leverkusen,0,1,-1,0,7,1.5833333333333333,7,1.5833333333333333,2,0.0,1718
13.0,Augsburg,Wolfsburg,2,1,1,3,10,1.3333333333333333,10,1.3333333333333333,1,0.0,1718
13.0,FC Koln,Hertha,0,2,-2,0,18,0.16666666666666666,18,0.16666666666666666,2,0.0,1718
13.0,Hamburg,Hoffenheim,3,0,3,3,15,0.8333333333333334,15,0.8333333333333334,1,0.0,1718
14.0,Freiburg,Hamburg,0,0,0,1,16,0.8461538461538461,16,0.8461538461538461,X,0.0,1718
14.0,Werder Bremen,Stuttgart,1,0,1,3,17,0.6153846153846154,17,0.6153846153846154,1,0.0,1718
14.0,Schalke 04,FC Koln,2,2,0,1,3,1.8461538461538463,3,1.8461538461538463,X,0.0,1718
14.0,Mainz,Augsburg,1,3,-2,0,13,1.1538461538461537,13,1.1538461538461537,2,0.0,1718
14.0,Leverkusen,Dortmund,1,1,0,1,6,1.5384615384615385,6,1.5384615384615385,X,0.0,1718
14.0,Hoffenheim,RB Leipzig,4,0,4,3,7,1.5384615384615385,7,1.5384615384615385,1,0.0,1718
14.0,Bayern Munich,Hannover,3,1,2,3,1,2.230769230769231,1,2.230769230769231,1,0.0,1718
14.0,Hertha,Ein Frankfurt,1,2,-1,0,11,1.3076923076923077,11,1.3076923076923077,2,0.0,1718
14.0,Wolfsburg,M'gladbach,3,0,3,3,14,1.0769230769230769,14,1.0769230769230769,1,0.0,1718
15.0,Stuttgart,Leverkusen,0,2,-2,0,13,1.2142857142857142,13,1.2142857142857142,2,0.0,1718
15.0,M'gladbach,Schalke 04,1,1,0,1,4,1.7142857142857142,4,1.7142857142857142,X,0.0,1718
15.0,Hamburg,Wolfsburg,0,0,0,1,15,1.0,15,1.0,X,0.0,1718
15.0,RB Leipzig,Mainz,2,2,0,1,2,1.8571428571428572,2,1.8571428571428572,X,0.0,1718
15.0,Dortmund,Werder Bremen,1,2,-1,0,6,1.5714285714285714,6,1.5714285714285714,2,0.0,1718
15.0,Ein Frankfurt,Bayern Munich,0,1,-1,0,8,1.5714285714285714,8,1.5714285714285714,2,0.0,1718
15.0,Augsburg,Hertha,1,1,0,1,7,1.5714285714285714,7,1.5714285714285714,X,0.0,1718
15.0,FC Koln,Freiburg,3,4,-1,0,18,0.21428571428571427,18,0.21428571428571427,2,0.0,1718
15.0,Hannover,Hoffenheim,2,0,2,3,10,1.3571428571428572,10,1.3571428571428572,1,0.0,1718
16.0,Freiburg,M'gladbach,1,0,1,3,16,1.0,16,1.0,1,0.0,1718
16.0,Hamburg,Ein Frankfurt,1,2,-1,0,15,1.0,15,1.0,2,0.0,1718
16.0,Mainz,Dortmund,0,2,-2,0,14,1.0666666666666667,14,1.0666666666666667,2,0.0,1718
16.0,Wolfsburg,RB Leipzig,1,1,0,1,11,1.2,11,1.2,X,0.0,1718
16.0,Schalke 04,Augsburg,3,2,1,3,3,1.7333333333333334,3,1.7333333333333334,1,0.0,1718
16.0,Leverkusen,Werder Bremen,1,0,1,3,5,1.6,5,1.6,1,0.0,1718
16.0,Hertha,Hannover,3,1,2,3,12,1.2,12,1.2,1,0.0,1718
16.0,Bayern Munich,FC Koln,1,0,1,3,1,2.3333333333333335,1,2.3333333333333335,1,0.0,1718
16.0,Hoffenheim,Stuttgart,1,0,1,3,7,1.5333333333333334,7,1.5333333333333334,1,0.0,1718
17.0,M'gladbach,Hamburg,3,1,2,3,8,1.5625,8,1.5625,1,0.0,1718
17.0,Stuttgart,Bayern Munich,0,1,-1,0,14,1.0625,14,1.0625,2,0.0,1718
17.0,Augsburg,Freiburg,3,3,0,1,9,1.4375,9,1.4375,X,0.0,1718
17.0,Dortmund,Hoffenheim,2,1,1,3,6,1.5625,6,1.5625,1,0.0,1718
17.0,Ein Frankfurt,Schalke 04,2,2,0,1,7,1.5625,7,1.5625,X,0.0,1718
17.0,FC Koln,Wolfsburg,1,0,1,3,18,0.1875,18,0.1875,1,0.0,1718
17.0,Werder Bremen,Mainz,2,2,0,1,17,0.875,17,0.875,X,0.0,1718
17.0,RB Leipzig,Hertha,2,3,-1,0,3,1.75,3,1.75,2,0.0,1718
17.0,Hannover,Leverkusen,4,4,0,1,10,1.375,10,1.375,X,0.0,1718
18.0,Leverkusen,Bayern Munich,1,3,-2,0,4,1.6470588235294117,4,1.6470588235294117,2,0.0,1718
18.0,Augsburg,Hamburg,1,0,1,3,9,1.411764705882353,9,1.411764705882353,1,0.0,1718
18.0,Ein Frankfurt,Freiburg,1,1,0,1,8,1.5294117647058822,8,1.5294117647058822,X,0.0,1718
18.0,Hannover,Mainz,3,2,1,3,11,1.3529411764705883,11,1.3529411764705883,1,0.0,1718
18.0,RB Leipzig,Schalke 04,3,1,2,3,5,1.6470588235294117,5,1.6470588235294117,1,0.0,1718
18.0,Stuttgart,Hertha,1,0,1,3,14,1.0,14,1.0,1,0.0,1718
18.0,Werder Bremen,Hoffenheim,1,1,0,1,16,0.8823529411764706,16,0.8823529411764706,X,0.0,1718
18.0,FC Koln,M'gladbach,2,1,1,3,18,0.35294117647058826,18,0.35294117647058826,1,0.0,1718
18.0,Dortmund,Wolfsburg,0,0,0,1,3,1.6470588235294117,3,1.6470588235294117,X,0.0,1718
19.0,Hertha,Dortmund,1,1,0,1,11,1.3333333333333333,11,1.3333333333333333,X,0.0,1718
19.0,Freiburg,RB Leipzig,2,1,1,3,14,1.1111111111111112,14,1.1111111111111112,1,0.0,1718
19.0,Hamburg,FC Koln,0,2,-2,0,17,0.8333333333333334,17,0.8333333333333334,2,0.0,1718
19.0,Hoffenheim,Leverkusen,1,4,-3,0,8,1.5,8,1.5,2,0.0,1718
19.0,Mainz,Stuttgart,3,2,1,3,15,0.9444444444444444,15,0.9444444444444444,1,0.0,1718
19.0,M'gladbach,Augsburg,2,0,2,3,6,1.5555555555555556,6,1.5555555555555556,1,0.0,1718
19.0,Wolfsburg,Ein Frankfurt,1,3,-2,0,12,1.1111111111111112,12,1.1111111111111112,2,0.0,1718
19.0,Schalke 04,Hannover,1,1,0,1,3,1.6666666666666667,3,1.6666666666666667,X,0.0,1718
19.0,Bayern Munich,Werder Bremen,4,2,2,3,1,2.4444444444444446,1,2.4444444444444446,1,0.0,1718
20.0,Ein Frankfurt,M'gladbach,2,0,2,3,7,1.5789473684210527,7,1.5789473684210527,1,0.0,1718
20.0,Bayern Munich,Hoffenheim,5,2,3,3,1,2.473684210526316,1,2.473684210526316,1,0.0,1718
20.0,Dortmund,Freiburg,2,2,0,1,6,1.5789473684210527,6,1.5789473684210527,X,0.0,1718
20.0,FC Koln,Augsburg,1,1,0,1,18,0.631578947368421,18,0.631578947368421,X,0.0,1718
20.0,RB Leipzig,Hamburg,1,1,0,1,4,1.631578947368421,4,1.631578947368421,X,0.0,1718
20.0,Stuttgart,Schalke 04,0,2,-2,0,14,1.0526315789473684,14,1.0526315789473684,2,0.0,1718
20.0,Werder Bremen,Hertha,0,0,0,1,16,0.8421052631578947,16,0.8421052631578947,X,0.0,1718
20.0,Leverkusen,Mainz,2,0,2,3,2,1.631578947368421,2,1.631578947368421,1,0.0,1718
20.0,Hannover,Wolfsburg,0,1,-1,0,10,1.4210526315789473,10,1.4210526315789473,2,0.0,1718
21.0,FC Koln,Dortmund,2,3,-1,0,18,0.65,18,0.65,2,0.0,1718
21.0,Freiburg,Leverkusen,0,0,0,1,12,1.2,12,1.2,X,0.0,1718
21.0,Hertha,Hoffenheim,1,1,0,1,11,1.3,11,1.3,X,0.0,1718
21.0,Mainz,Bayern Munich,0,2,-2,0,15,1.0,15,1.0,2,0.0,1718
21.0,M'gladbach,RB Leipzig,0,1,-1,0,7,1.55,7,1.55,2,0.0,1718
21.0,Schalke 04,Werder Bremen,1,2,-1,0,3,1.7,3,1.7,2,0.0,1718
21.0,Wolfsburg,Stuttgart,1,1,0,1,13,1.15,13,1.15,X,0.0,1718
21.0,Augsburg,Ein Frankfurt,3,0,3,3,8,1.4,8,1.4,1,0.0,1718
21.0,Hamburg,Hannover,1,1,0,1,17,0.8,17,0.8,X,0.0,1718
22.0,RB Leipzig,Augsburg,2,0,2,3,3,1.6666666666666667,3,1.6666666666666667,1,0.0,1718
22.0,Bayern Munich,Schalke 04,2,1,1,3,1,2.5238095238095237,1,2.5238095238095237,1,0.0,1718
22.0,Dortmund,Hamburg,2,0,2,3,4,1.619047619047619,4,1.619047619047619,1,0.0,1718
22.0,Ein Frankfurt,FC Koln,4,2,2,3,6,1.5714285714285714,6,1.5714285714285714,1,0.0,1718
22.0,Hannover,Freiburg,2,1,1,3,10,1.3333333333333333,10,1.3333333333333333,1,0.0,1718
22.0,Hoffenheim,Mainz,4,2,2,3,9,1.3333333333333333,9,1.3333333333333333,1,0.0,1718
22.0,Leverkusen,Hertha,0,2,-2,0,2,1.6666666666666667,2,1.6666666666666667,2,0.0,1718
22.0,Stuttgart,M'gladbach,1,0,1,3,14,1.0,14,1.0,1,0.0,1718
22.0,Werder Bremen,Wolfsburg,3,1,2,3,15,0.9523809523809523,15,0.9523809523809523,1,0.0,1718
23.0,Hertha,Mainz,0,2,-2,0,11,1.3636363636363635,11,1.3636363636363635,2,0.0,1718
23.0,Wolfsburg,Bayern Munich,1,2,-1,0,13,1.0909090909090908,13,1.0909090909090908,2,0.0,1718
23.0,Schalke 04,Hoffenheim,2,1,1,3,6,1.5454545454545454,6,1.5454545454545454,1,0.0,1718
23.0,FC Koln,Hannover,1,1,0,1,18,0.5909090909090909,18,0.5909090909090909,X,0.0,1718
23.0,Freiburg,Werder Bremen,1,0,1,3,12,1.1363636363636365,12,1.1363636363636365,1,0.0,1718
23.0,Hamburg,Leverkusen,1,2,-1,0,17,0.7727272727272727,17,0.7727272727272727,2,0.0,1718
23.0,Augsburg,Stuttgart,0,1,-1,0,7,1.4090909090909092,7,1.4090909090909092,2,0.0,1718
23.0,M'gladbach,Dortmund,0,1,-1,0,10,1.4090909090909092,10,1.4090909090909092,2,0.0,1718
23.0,Ein Frankfurt,RB Leipzig,2,1,1,3,4,1.6363636363636365,4,1.6363636363636365,1,0.0,1718
24.0,Mainz,Wolfsburg,1,1,0,1,16,1.0,16,1.0,X,0.0,1718
24.0,Werder Bremen,Hamburg,1,0,1,3,15,1.0,15,1.0,1,0.0,1718
24.0,Stuttgart,Ein Frankfurt,1,0,1,3,13,1.173913043478261,13,1.173913043478261,1,0.0,1718
24.0,Bayern Munich,Hertha,0,0,0,1,1,2.5652173913043477,1,2.5652173913043477,X,0.0,1718
24.0,Hannover,M'gladbach,0,1,-1,0,7,1.391304347826087,7,1.391304347826087,2,0.0,1718
24.0,Hoffenheim,Freiburg,1,1,0,1,9,1.3478260869565217,9,1.3478260869565217,X,0.0,1718
24.0,Leverkusen,Schalke 04,0,2,-2,0,4,1.6521739130434783,4,1.6521739130434783,2,0.0,1718
24.0,RB Leipzig,FC Koln,1,2,-1,0,5,1.6521739130434783,5,1.6521739130434783,2,0.0,1718
24.0,Dortmund,Augsburg,1,1,0,1,2,1.7391304347826086,2,1.7391304347826086,X,0.0,1718
25.0,M'gladbach,Werder Bremen,2,2,0,1,7,1.4166666666666667,7,1.4166666666666667,X,0.0,1718
25.0,Wolfsburg,Leverkusen,1,2,-1,0,15,1.0416666666666667,15,1.0416666666666667,2,0.0,1718
25.0,Schalke 04,Hertha,1,0,1,3,3,1.6666666666666667,3,1.6666666666666667,1,0.0,1718
25.0,RB Leipzig,Dortmund,1,1,0,1,6,1.5833333333333333,6,1.5833333333333333,X,0.0,1718
25.0,Hamburg,Mainz,0,0,0,1,17,0.7083333333333334,17,0.7083333333333334,X,0.0,1718
25.0,Augsburg,Hoffenheim,0,2,-2,0,8,1.3333333333333333,8,1.3333333333333333,2,0.0,1718
25.0,Ein Frankfurt,Hannover,1,0,1,3,4,1.625,4,1.625,1,0.0,1718
25.0,FC Koln,Stuttgart,2,3,-1,0,18,0.7083333333333334,18,0.7083333333333334,2,0.0,1718
25.0,Freiburg,Bayern Munich,0,4,-4,0,13,1.2083333333333333,13,1.2083333333333333,2,0.0,1718
26.0,Mainz,Schalke 04,0,1,-1,0,16,1.0,16,1.0,2,0.0,1718
26.0,Hoffenheim,Wolfsburg,3,0,3,3,7,1.4,7,1.4,1,0.0,1718
26.0,Leverkusen,M'gladbach,2,0,2,3,5,1.64,5,1.64,1,0.0,1718
26.0,Hertha,Freiburg,0,0,0,1,12,1.24,12,1.24,X,0.0,1718
26.0,Bayern Munich,Hamburg,6,0,6,3,1,2.52,1,2.52,1,0.0,1718
26.0,Hannover,Augsburg,1,3,-2,0,11,1.28,11,1.28,2,0.0,1718
26.0,Dortmund,Ein Frankfurt,3,2,1,3,3,1.68,3,1.68,1,0.0,1718
26.0,Stuttgart,RB Leipzig,0,0,0,1,9,1.32,9,1.32,X,0.0,1718
26.0,Werder Bremen,FC Koln,3,1,2,3,14,1.08,14,1.08,1,0.0,1718
27.0,Freiburg,Stuttgart,1,2,-1,0,14,1.1538461538461537,14,1.1538461538461537,2,0.0,1718
27.0,Augsburg,Werder Bremen,1,3,-2,0,8,1.3461538461538463,8,1.3461538461538463,2,0.0,1718
27.0,Ein Frankfurt,Mainz,3,0,3,3,5,1.6153846153846154,5,1.6153846153846154,1,0.0,1718
27.0,Hamburg,Hertha,1,2,-1,0,17,0.6923076923076923,17,0.6923076923076923,2,0.0,1718
27.0,M'gladbach,Hoffenheim,3,3,0,1,9,1.3461538461538463,9,1.3461538461538463,X,0.0,1718
27.0,Wolfsburg,Schalke 04,0,1,-1,0,15,0.9615384615384616,15,0.9615384615384616,2,0.0,1718
27.0,Dortmund,Hannover,1,0,1,3,3,1.7307692307692308,3,1.7307692307692308,1,0.0,1718
27.0,FC Koln,Leverkusen,2,0,2,3,18,0.6538461538461539,18,0.6538461538461539,1,0.0,1718
27.0,RB Leipzig,Bayern Munich,2,1,1,3,6,1.5384615384615385,6,1.5384615384615385,1,0.0,1718
28.0,Stuttgart,Hamburg,1,1,0,1,8,1.3703703703703705,8,1.3703703703703705,X,0.0,1718
28.0,Schalke 04,Freiburg,2,0,2,3,2,1.8148148148148149,2,1.8148148148148149,1,0.0,1718
28.0,Leverkusen,Augsburg,0,0,0,1,5,1.6296296296296295,5,1.6296296296296295,X,0.0,1718
28.0,Hoffenheim,FC Koln,6,0,6,3,7,1.4444444444444444,7,1.4444444444444444,1,0.0,1718
28.0,Hannover,RB Leipzig,2,3,-1,0,13,1.1851851851851851,13,1.1851851851851851,2,0.0,1718
28.0,Bayern Munich,Dortmund,6,0,6,3,1,2.4444444444444446,1,2.4444444444444446,1,0.0,1718
28.0,Hertha,Wolfsburg,0,0,0,1,11,1.2962962962962963,11,1.2962962962962963,X,0.0,1718
28.0,Mainz,M'gladbach,0,0,0,1,16,0.9259259259259259,16,0.9259259259259259,X,0.0,1718
28.0,Werder Bremen,Ein Frankfurt,2,1,1,3,12,1.2222222222222223,12,1.2222222222222223,1,0.0,1718
29.0,Hannover,Werder Bremen,2,1,1,3,13,1.1428571428571428,13,1.1428571428571428,1,0.0,1718
29.0,M'gladbach,Hertha,2,1,1,3,9,1.3214285714285714,9,1.3214285714285714,1,0.0,1718
29.0,Hamburg,Schalke 04,3,2,1,3,18,0.6785714285714286,18,0.6785714285714286,1,0.0,1718
29.0,FC Koln,Mainz,1,1,0,1,17,0.7142857142857143,17,0.7142857142857143,X,0.0,1718
29.0,Augsburg,Bayern Munich,1,4,-3,0,10,1.2857142857142858,10,1.2857142857142858,2,0.0,1718
29.0,Freiburg,Wolfsburg,0,2,-2,0,14,1.0714285714285714,14,1.0714285714285714,2,0.0,1718
29.0,Dortmund,Stuttgart,3,0,3,3,3,1.7142857142857142,3,1.7142857142857142,1,0.0,1718
29.0,Ein Frankfurt,Hoffenheim,1,1,0,1,6,1.6071428571428572,6,1.6071428571428572,X,0.0,1718
29.0,RB Leipzig,Leverkusen,1,4,-3,0,4,1.6428571428571428,4,1.6428571428571428,2,0.0,1718
30.0,Wolfsburg,Augsburg,0,0,0,1,15,1.0,15,1.0,X,0.0,1718
30.0,Stuttgart,Hannover,1,1,0,1,9,1.3103448275862069,9,1.3103448275862069,X,0.0,1718
30.0,Leverkusen,Ein Frankfurt,4,1,3,3,4,1.6551724137931034,4,1.6551724137931034,1,0.0,1718
